gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
FOS723789,Sean Foster,Sean,Sean,Foster,,,,FOS723789,,,,,,3200464f-5372-3789-9832-f1b1e96f3e3a,1967-12-22,WR,WR,,,71,184,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m3k0ptmbqsg3l3yghbuz",California State - Long Beach,,0,1991,1991,NE,CUT,,,0,,,,,,
FOS771251,Will Foster,Will,William,Foster,,,,FOS771251,,FostWi20,,,,3200464f-5377-1251-65ff-fd07d5d00d80,1948-10-02,LB,LB,,,74,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vzmrlhnymubaqdpsqxlp",Eastern Michigan,,0,1974,1974,NE,ACT,,,2,,,,,,
00-0037506,Cole Fotheringham,Cole,Cole,Fotheringham,C.Fotheringham,Cole,,FOT207645,55094,FothCo00,84070,10652,4361008,3200464f-5420-7645-743f-0fd87376eb28,1997-10-11,TE,TE,WR,SLOT_WR,76,243,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/stshlkkfc995vk5tuhtd",Utah,Pacific Twelve Conference,,2022,2024,LV,CUT,TRD,Practice Squad,3,TE,P,,,,
00-0036371,Leki Fotu,Leki,George,Fotu,L.Fotu,Leki,,FOT415291,52522,FotuLe00,44614,8854,4035666,3200464f-5441-5291-4884-ed536a47d096,1998-08-23,DL,DT,DL,INTERIOR_LINE,77,317,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvivcl9hxccojvuexvmw",Utah,Pacific Twelve Conference,,2020,2025,HOU,DEV,RES,R/Injured; DFR,6,DI,P,2020,4,114,ARI
00-0031197,David Foucault,David,David,Foucault,,David,,FOU029093,41871,FoucDa00,9281,3789,17439,3200464f-5502-9093-d8b3-97ef445ff2c7,1989-01-07,OL,OT,,,80,320,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oq8bt0q4pxqyrrgtf67i",Montreal,Quebec Student Sports Foundation,0,2014,2015,CAR,DEV,CUT,Active,2,T,A,,,,
FOU138430,Elbert Foules,Elbert,Elbert,Foules,,,,FOU138430,,FoulEl20,,,,3200464f-5513-8430-d8ca-9ec9f71d2dd4,1961-07-04,DB,DB,,,71,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nnbfrskdgyi7ypjd97al",Alcorn State,,0,1983,1987,PHI,ACT,,,5,,,,,,
00-0034395,Daurice Fountain,Daurice,Daurice,Fountain,D.Fountain,Daurice,,FOU164323,46228,FounDa00,48181,7044,3120659,3200464f-5516-4323-2b2c-a73ee02f382e,1995-12-22,WR,WR,WR,WR,73,210,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o1qlrzg7ddwfh7igt5e7",Northern Iowa,Missouri Valley Football Conference,84,2018,2023,DET,DEV,CUT,Active,4,WR,A,2018,5,159,IND
00-0026475,Maurice Fountain,Maurice,Maurice,Fountain,,,,FOU179323,,FounMa00,,,,3200464f-5517-9323-2d3b-fcf8d7d9528d,1982-09-22,DL,DE,,,76,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/msaq0sl21rl7vyulgehx",Clemson,,0,2010,2011,PHI,DEV,,,1,,,,,,
00-0005470,Jamal Fountaine,Jamal,Jamal,Fountaine,,,,FOU184573,,FounJa20,,,7899,3200464f-5518-4573-db1c-1d81342e674e,1971-01-29,DL,DE,,,75,240,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gliev7z96khdx5oeqlu2",Washington,,53,1995,1997,ATL,ACT,,,3,,,,,,
FOU276860,John Fourcade,John,John,Fourcade,,,,FOU276860,,FourJo00,,,,3200464f-5527-6860-7f34-147cd939c6e9,1960-10-11,QB,QB,,,73,208,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wmhcd7u3ihipmkkfv0xh",Mississippi,,0,1987,1990,NO,ACT,,,4,,,,,,
FOU415290,Keith Fourcade,Keith,Keith,Fourcade,,,,FOU415290,,FourKe20,,,,3200464f-5541-5290-6de4-277cffd07056,1961-10-20,LB,LB,,,71,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ldmojtcgvztf9qddyjxf",Mississippi,,0,1987,1987,NO,ACT,,,0,,,,,,
00-0033856,Leonard Fournette,Leonard,Leonard,Fournette,L.Fournette,Leonard,,FOU564970,44816,FourLe00,11759,5588,3115364,3200464f-5556-4970-e13e-15f65e552496,1995-01-18,RB,RB,RB,RB,72,228,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/atxppoc7zqcjnbnk0awz",LSU,Southeastern Conference,5,2017,2023,BUF,CUT,DEV,PS; Vet,7,HB,P,2017,1,4,JAX
00-0041416,Nyzier Fourqurean,Nyzier,Nyzier,Fourqurean,,,,FOU593952,,FourNy00,175525,13799,5160648,3200464f-5559-3952-6375-2a842296f705,2002-01-01,DB,CB,,,73,190,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qqbmr0tzkjo6v9dmmf9t",Wisconsin,,25,2026,2026,LA,DEV,,,0,,,,,,
FOU692150,Dan Fouts,Dan,Daniel,Fouts,,,,FOU692150,,FoutDa00,,,,3200464f-5569-2150-3319-d62caffd1089,1951-06-10,QB,QB,,,75,204,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jubsyezxh2cl5gzo4dow",Oregon,,0,1974,1987,LAC,ACT,,,15,,,,,,
FOW075507,Amos Fowler,Amos,Amos,Fowler,,,,FOW075507,,FowlAm20,,,,3200464f-5707-5507-bb61-d2d58bee50af,1956-02-11,OL,C,,,75,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wjox3xoykici7pbxwlv7",Southern Mississippi,,0,1978,1984,DET,ACT,,,7,,,1978,5,121,DET
00-0030670,Bennie Fowler,Bennie,Bennie,Fowler,B.Fowler,Bennie,,FOW140514,41507,FowlBe00,8914,3346,16995,3200464f-5714-0514-6a90-c8915b13da09,1991-06-10,WR,WR,,,73,218,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d3jxciybumul74f3kdnb",Michigan State,Big Ten Conference,16,2014,2020,NO,RES,CUT,Active,6,WR,,,,,
FOW151014,Bobby Fowler,Bobby,Bobby,Fowler,,,,FOW151014,,FowlBo20,,,,3200464f-5715-1014-98b9-70c1239e3a6c,1960-09-11,TE,TE,,,74,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z03ovrdsko1is3nu563n",Louisiana Tech; Texas-El Paso,,0,1985,1985,NO,ACT,,,0,,,,,,
FOW377535,Dan Fowler,Dan,Daniel,Fowler,,,,FOW377535,,FowlDa20,,,,3200464f-5737-7535-52e2-b50ae86b5d81,1956-04-12,OL,G,,,76,260,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qvictr5hojzlqne4vjev",Kentucky,,0,1979,1979,NYG,ACT,,,0,,,1979,10,256,NYG
00-0032052,Dante Fowler Jr.,Dante,Dante,Fowler,D.Fowler,Dante,,FOW382785,42346,FowlDa00,9436,3851,2980100,3200464f-5738-2785-f81a-f6d367ce1686,1994-08-03,LB,LB,DL,EDGE,75,264,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cp6ao2rf9siswpzctpt9",Florida,Southeastern Conference,56,2015,2026,SEA,ACT,ACT,Active,12,ED,A,2015,1,3,JAX
00-0024840,Eric Fowler,Eric,Eric,Fowler,,,,FOW398869,,FowlEr20,,,11213,3200464f-5739-8869-12e2-0c7db9935cdb,1984-10-17,WR,WR,,,75,210,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f9wvhfz0ngb7ok8ctchs",Grand Valley,,18,2007,2009,DET,ACT,,,1,,,,,,
00-0032130,Jalston Fowler,Jalston,Jalston,Fowler,J.Fowler,Jalston,,FOW442542,42451,FowlJa00,9541,3956,2515931,3200464f-5744-2542-c456-81862ad0a221,1990-07-26,RB,RB,,,71,261,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vzwokuiytin3pfyp1icy",Alabama,,40,2015,2018,TEN,CUT,CUT,,4,FB,,2015,4,108,TEN
00-0021201,Melvin Fowler,Melvin,Melvin,Fowler,,,,FOW483607,27208,FowlMe20,1081,,3604,3200464f-5748-3607-b794-b3de2443844e,1979-03-31,OL,C,,,75,310,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/unjc1xotmwa8ofdyydsf",Maryland,,67,2002,2009,DET,CUT,,,8,,,2002,3,76,CLE
00-0022932,Ryan Fowler,Ryan,Ryan,Fowler,,,,FOW551049,,FowlRy20,,,6102,3200464f-5755-1049-e9fa-3aecf86d17a8,1982-05-20,LB,LB,,,75,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y3lfhraaqfbybtjchuxf",Duke,,51,2004,2009,NYJ,ACT,,,6,,,,,,
FOW604056,Todd Fowler,Todd,Steven,Fowler,,,,FOW604056,,FowlTo00,,,,3200464f-5760-4056-61b2-2699b1bb78a9,1962-06-09,RB,FB,,,75,222,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pvnsyt8szond6hsxc4t5",Stephen F. Austin State; Trinity Valley CC,,0,1985,1988,DAL,ACT,,,4,,,1984,1,25,DAL
FOW755070,Dennis Fowlkes,Dennis,Dennis,Fowlkes,,,,FOW755070,,FowlDe20,,,,3200464f-5775-5070-9528-e76fe5e73423,1961-03-11,LB,LB,,,74,238,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m6j5w6jcplcfgvtzrl65",West Virginia,,0,1983,1987,MIA,ACT,,,4,,,,,,
FOX118654,Chas Fox,Chas,Charles,Fox,,,,FOX118654,,FoxxCh20,,,,3200464f-5811-8654-9211-ad38af67447a,1963-10-03,WR,WR,,,71,180,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jpshgzrqlsirmpfnvgiq",Furman,,0,1986,1986,LA,ACT,,,0,,,1986,4,90,KC
00-0030912,Dan Fox,Dan,Daniel,Fox,,,,FOX121620,,FoxxDa00,9005,3497,17311,3200464f-5812-1620-6666-c9a23abbf73f,1991-03-17,LB,LB,,,75,233,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wktgxbml7jqyyw7p1c9t",Notre Dame,,97,2014,2014,NYG,CUT,,,0,LB,,,,,
00-0023515,Dustin Fox,Dustin,Dustin,Fox,,,,FOX142384,29907,FoxxDu20,2297,,8494,3200464f-5814-2384-ce31-e66df6e74118,1982-10-08,DB,DB,,,71,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dsr2svy765j0covdwses",Ohio State,,35,2005,2008,BUF,ACT,,,3,,,2005,3,80,MIN
FOX154249,Scott Fox,Scott,Fredrick,Fox,,,,FOX154249,,FoxxSc20,,,,3200464f-5815-4249-5512-d981104c28a4,1963-12-28,LB,LB,,,74,222,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gbmqu0uky0bsgualsyyw",Austin Peay,,0,1987,1987,HOU,ACT,,,0,,,,,,
00-0027728,Jason Fox,Jason,Jason,Fox,,,,FOX188961,35567,FoxxJa20,5651,2154,13364,3200464f-5818-8961-8c31-acb72d14c6d4,1988-05-02,OL,OT,,,78,310,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/arjg4xgrcslrc5tmizff",Miami,,74,2010,2015,MIA,ACT,,,6,T,,2010,4,128,DET
FOX201711,Jeff Fox,Jeff,Jeff,Fox,,,,FOX201711,,,,,,3200464f-5820-1711-c0bc-e515eaee2934,,QB,QB,,,74,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/su2kl56de8l4rvxmbtpu",Grand Valley,,17,1999,1999,DET,ACT,,,0,,,,,,
00-0035156,Jack Fox,Jack,John,Fox,J.Fox,Jack,,FOX171605,48258,FoxxJa01,34735,8227,3916370,3200464f-5817-1605-5ab7-9f6c29a06ec7,1996-09-01,SPEC,P,,,74,218,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iwfepgslxhtx236z6faz",Rice,Conference USA,3,2019,2026,DET,ACT,ACT,Active,7,P,A,,,,
00-0022697,Keyaron Fox,Keyaron,Keyaron,Fox,,,,FOX222076,29046,FoxxKe20,1814,6724,5618,3200464f-5822-2076-aed9-63cb6488e52c,1982-01-24,LB,LB,,,75,235,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zecwcjxbvfgmtyo7gcst",Georgia Tech,,45,2004,2012,HOU,RES,,,9,LB,,2004,3,93,KC
00-0005489,Mike Fox,Mike,Michael,Fox,,,,FOX237308,,FoxxMi20,,,7168,3200464f-5823-7308-82f6-33c3f2ed2799,1967-08-05,DL,NT,,,80,297,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r8sydw9ba8pmelgtav55",West Virginia,,93,1990,1998,CAR,ACT,,,9,,,1990,2,51,NYG
00-0032671,Morgan Fox,Morgan,Morgan,Fox,M.Fox,Morgan,,FOX250058,43791,FoxxMo00,11184,5191,3059620,3200464f-5825-0058-dd0c-d6573ba1de33,1994-09-12,DL,DE,DL,INTERIOR_LINE,75,275,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xq3ab5fr6dyyqc5ncjhq",Colorado State (Pueblo),Rocky Mountain Athletic Conference,51,2016,2025,BUF,CUT,ACT,Active,9,DI,P,,,,
FOX711924,Tim Fox,Tim,Timothy,Fox,,,,FOX711924,,FoxxTi00,,,,3200464f-5871-1924-78f0-232ce0da019a,1953-11-01,DB,DB,,,71,186,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jdmydp4lk5lxjlstj601",Ohio State,,0,1976,1986,LA,ACT,,,11,,,1976,1,21,NE
00-0039537,Tomari Fox,Tomari,Tomari,Fox,T.Fox,Tomari,,FOX715299,57656,FoxxTo01,99811,,4568668,3200464f-5871-5299-a84c-1962ba7beab7,2001-03-24,DL,DL,DL,INTERIOR_LINE,74,288,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oyeuprlmwpmako70tvsu",North Carolina,Atlantic Coast Conference,60,2024,2024,LV,RES,RES,R/Injured,0,,,,,,
00-0037447,Tomon Fox,Tomon,Tomon,Fox,T.Fox,Tomon,,FOX718674,55032,FoxxTo00,42486,10527,4037520,3200464f-5871-8674-6e49-2a3d0e25ce8b,1998-03-16,LB,LB,DL,EDGE,74,245,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lccvchowchcmx5ymg67u",North Carolina,Atlantic Coast Conference,45,2022,2025,NYG,ACT,ACT,Active,3,ED,A,,,,
00-0020824,Vernon Fox,Vernon,Vernon,Fox,,,,FOX725424,,FoxxVe20,,,4282,3200464f-5872-5424-8daa-1e607ff4e3e1,1979-10-09,DB,DB,,,70,203,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yxzl8jn5w29mqvvyb5go",Fresno State,,39,2002,2009,DEN,ACT,,,8,,,,,,
00-0023532,Domonique Foxworth,Domonique,Domonique,Foxworth,,,,FOX813566,29924,FoxwDo20,2314,6571,8511,3200464f-5881-3566-bb9d-c7cf928d1471,1983-03-27,DB,DB,,,71,180,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wxipuhwluzeto0ita5dj",Maryland,,24,2005,2011,BAL,RES,,,7,CB,,2005,3,97,DEN
00-0032174,Deshon Foxx,Deshon,Deshon,Foxx,,Deshon,,FOX816440,43096,FoxxDe00,10160,4516,2576608,3200464f-5881-6440-b0b3-baebea2473ec,1992-11-27,WR,WR,WR,WR,70,173,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gklywnrfdizwmjwjbjwt",Connecticut,,0,2015,2015,SEA,DEV,CUT,,0,,,,,,
00-0005494,Dion Foxx,Dion,Dion,Foxx,,,,FOX817399,,FoxxDi20,,,7724,3200464f-5881-7399-f3a5-8edfe7a3b5a5,1971-06-11,LB,LB,,,75,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xdybwqzk92p69hbamieb",James Madison,,0,1994,1995,WAS,ACT,,,2,,,,,,
00-0036943,Mitchell Fraboni,Mitchell,Mitchell,Fraboni,M.Fraboni,Mitchell,,FRA004231,53291,FrabMi00,38930,10007,3139166,32004652-4100-4231-4488-c66c402fc93f,1996-10-28,SPEC,LS,OL,C,74,223,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/csvbeqtitr9ixpgdt0fu",Arizona State,Pacific Twelve Conference,48,2022,2026,DEN,ACT,ACT,Active,5,LS,A,,,,
00-0030122,Reid Fragel,Reid,Reid,Fragel,R.Fragel,Reid,,FRA016926,40188,FragRe00,8023,2362,16006,32004652-4101-6926-d86d-08988fbbf4d2,1991-02-22,OL,OT,OL,T,80,308,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fddun0saumpbknkf49hh",Ohio State,,0,2013,2015,KC,DEV,CUT,,2,,,2013,7,240,CIN
FRA026366,Todd Frain,Todd,Todd,Frain,,,,FRA026366,,FraiTo20,,,,32004652-4102-6366-3581-05efb91bd3af,1962-01-31,TE,TE,,,74,240,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fytry8unwlpcgetfyagx",Nebraska,,0,1986,1987,NE,ACT,,,1,,,,,,
00-0019133,Hank Fraley,Hank,Henry,Fraley,,,,FRA036253,,FralHa20,,,2464,32004652-4103-6253-6631-516a996c1e31,1977-09-21,OL,C,,,75,310,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zq7vbolz3mziiavhyd5j",Robert Morris,,65,2000,2010,LA,ACT,,,11,,,,,,
00-0005498,Bill Fralic,Bill,William,Fralic,,,,FRA039549,,FralBi00,,,7104,32004652-4103-9549-a158-ab3d6a0a11d3,1962-10-31,OL,G,,,77,285,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iqgrys771nrh2ioixxt6",Pittsburgh,,0,1985,1993,DET,ACT,,,9,,,1985,1,2,ATL
00-0025552,Eric Frampton,Eric,Eric,Frampton,,,,FRA046140,32358,FramEr99,3781,2654,10608,32004652-4104-6140-dcfe-86e36adbfc8d,1984-02-06,DB,S,,,71,202,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h9g1yzspfbukgcfidxli",Washington State,,37,2007,2013,NO,CUT,,,7,S,,2007,5,165,LV
00-0030779,Dan France,Dan,Dan,France,D.France,Dan,,FRA049436,41617,FranDa00,8901,3297,17151,32004652-4104-9436-e0bc-e82fc6d5da8a,1991-04-01,OL,OT,,,78,315,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b2pl8e4hw0xkgktto9sz",Michigan State,,71,2014,2017,CAR,RES,UFA,,1,,,,,,
FRA052732,Doug France,Doug,Frederick,France,,,,FRA052732,,FranDo00,,,,32004652-4105-2732-2679-812c07fc18e3,1953-04-26,OL,OT,,,77,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xmospu5fhouwifmkra3a",Ohio State,,0,1975,1983,HOU,ACT,,,8,,,1975,1,20,LA
00-0020677,Todd France,Todd,Todd,France,,,,FRA056027,,franctod01,,,6122,32004652-4105-6027-206b-1854cb808205,1980-02-13,SPEC,K,,,75,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/erfc2u3bzbxywi7lntbr",Toledo,,4,2005,2005,TB,CUT,,,1,,,,,,
00-0023889,Chris Francies,Chris,Christopher,Francies,,,,FRA066782,,FranCh00,,,9943,32004652-4106-6782-f03e-6c7c23263d48,1982-07-26,WR,WR,,,73,193,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pjl48aidncyqcuqbiynu",Texas-El Paso,,0,2006,2008,NO,DEV,,,2,,,,,,
00-0027128,Coye Francies,Coye,Coye,Francies,,,,FRA067996,34642,FranCo99,5115,,12656,32004652-4106-7996-6a9c-f1fc13fddb24,1986-11-15,DB,DB,,,72,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vmdgfqfe5hjzexhtpeuq",San Jose State; Oregon State; American River,,31,2009,2012,LV,ACT,,,2,,,2009,6,191,CLE
00-0029972,A.J. Francis,A.J.,Anthony,Francis,A.Francis,A.J.,,FRA068603,40425,FranA.00,8261,2633,16398,32004652-4106-8603-9a94-937e7fe868e3,1990-05-07,DL,DT,,,77,337,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wvgsc8pg6oyf7pg2wfwx",Maryland,,64,2013,2017,WAS,ACT,CUT,,2,DI,,,,,
FRA070446,Bruce Francis,Bruce,Bruce,Francis,,,,FRA070446,,,,,,32004652-4107-0446-ebab-8dddb3811f9d,1986-01-28,WR,WR,,,72,181,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xub1adlhrlew4cdsvw12",Temple,,0,2009,2009,NYG,DEV,,,0,,,,,,
00-0022861,Carlos Francis,Carlos,Carlos,Francis,,,,FRA070858,29052,FranCa20,1820,,5624,32004652-4107-0858-98f8-7100df1a3322,1981-01-03,WR,WR,,,70,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tdiut6mypbnc2hsg1iec",Texas Tech,,82,2004,2006,LV,RES,,,3,,,2004,4,99,LV
00-0037464,Jacobi Francis,Jacobi,Jacobi,Francis,J.Francis,Jacobi,,FRA112055,55050,FranJa03,42941,10477,4039366,32004652-4111-2055-5eaf-2fff78a48129,1998-09-06,DB,DB,DB,SAFETY,71,193,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/njgwlxcl3irxbsmb1hzq",Memphis,American Athletic Conference,38,2022,2023,HOU,CUT,CUT,Waivers/No Rec.,2,,,,,,
00-0005504,James Francis,James,James,Francis,,,,FRA118647,,FranJa20,,,103,32004652-4111-8647-17ff-8664b1c73524,1968-08-04,LB,LB,,,77,257,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pk98aqp3wmicemmxpl1a",Baylor,,51,1990,1999,WAS,ACT,,,10,,,1990,1,12,CIN
00-0005505,Jeff Francis,Jeff,Jeffrey,Francis,,,,FRA131830,,FranJe20,,,,32004652-4113-1830-26a7-333797d89604,1966-07-07,QB,QB,,,76,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dqltisihm4c3qm671hig",Tennessee,,0,1990,1992,CLE,CUT,,,1,,,1989,6,140,LV
FRA145013,Jon Francis,Jon,Jon,Francis,,,,FRA145013,,FranJo21,,,,32004652-4114-5013-4a5d-2655dfcb78a2,1964-06-21,RB,RB,,,71,207,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nva2agzdlb2szisoymgg",Boise State; Colorado State; Taft College,,0,1987,1987,LA,ACT,,,1,,,1986,7,184,NYG
00-0029241,Justin Francis,Justin,Justin,Francis,,,,FRA164787,,FranJu00,7710,1222,15468,32004652-4116-4787-326a-066b594abdd9,1989-02-08,DL,DE,,,76,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y1pzpw4ct4ns8gboxxhz",Rutgers,,94,2012,2012,NE,ACT,,,0,DI,,,,,
FRA171379,Phil Francis,Phil,Phillip,Francis,,,,FRA171379,,FranPh00,,,,32004652-4117-1379-6324-4a0177f7ebf7,1957-01-10,RB,RB,,,73,205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rgmvora5bzhusqfgf6l2",Stanford,,0,1979,1980,SF,ACT,,,2,,,1979,7,166,SF
FRA184562,Ron Francis,Ron,Ronald,Francis,,,,FRA184562,,FranRo20,,,,32004652-4118-4562-44a8-c8c7d0726ce7,1964-04-07,DB,DB,,,69,201,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyxfretvxcuecmjh9t7v",Baylor,,0,1987,1990,DAL,ACT,,,4,,,1987,2,39,DAL
FRA197745,Russ Francis,Russ,Russell,Francis,,,,FRA197745,,FranRu00,,,,32004652-4119-7745-2f2e-b001fd2d351b,1953-04-03,TE,TE,,,78,240,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mery59a5g4kfrlcm9rax",Oregon,,0,1975,1988,NE,ACT,,,12,,,1975,1,16,NE
FRA210928,Wally Francis,Wally,Wallace,Francis,,,,FRA210928,,FranWa00,,,,32004652-4121-0928-8707-0754c68d259d,1951-11-07,WR,WR,,,71,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fsorcpuspjz2xoyv2ehq",University of Arkansas at Pine Bluff,,0,1974,1981,ATL,ACT,,,9,,,,,,
00-0023213,Aaron Francisco,Aaron,Aaron,Francisco,,,,FRA212200,,FranAa20,,,9355,32004652-4121-2200-897f-a3298c0da7c5,1983-07-05,DB,S,,,74,207,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/agt6bgudhdxc0hwyk9i8",BYU,,43,2005,2010,IND,ACT,,,6,,,,,,
00-0005512,Paul Francisco,Paul,Paul,Francisco,,,,FRA217519,,,,,,32004652-4121-7519-f69f-c0fc29481f90,1969-10-14,TE,TE,,,78,236,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dvjfccv7ax902rhmdazm",Boston University,,0,1994,1994,NE,ACT,,,0,,,,,,
FRA250477,Mike Franckowiak,Mike,Michael,Franckowiak,,,,FRA250477,,FranMi00,,,,32004652-4125-0477-ae54-039fc9ebfab3,1953-03-25,RB,RB,,,75,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/huy4bu68bmrwnuokgaw2",Central Michigan,,0,1975,1978,BUF,ACT,,,4,,,1975,3,54,DEN
FRA263660,Brian Franco,Brian,Brian,Franco,,,,FRA263660,,francbri01,,,,32004652-4126-3660-c406-7cfc00551d9c,1959-12-03,SPEC,K,,,68,165,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x77nzzoaxdpflvz4rylk",Penn State,,0,1987,1987,CLE,ACT,,,1,,,,,,
00-0026581,Rob Francois,Rob,Rob,Francois,,,,FRA280138,,FranRo99,5245,1991,12789,32004652-4128-0138-61c0-b8aa956fe2db,1985-05-14,LB,LB,,,74,255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/quyrljdiiqvpbqs3xlhf",Boston College,,49,2009,2013,GB,RES,,,4,LB,,,,,
FRA283434,Malcolm Frank,Malcolm,Baldwin,Frank,,,,FRA283434,,FranMa20,,,,32004652-4128-3434-3f72-20dc62a10847,1968-12-05,DB,DB,,,68,178,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pl8rgtbdy2zkzij2oqw5",Baylor,,0,1992,1992,SEA,ACT,,,1,,,,,,
00-0005515,Donald Frank,Donald,Donald,Frank,,,,FRA290026,,FranDo20,,,7029,32004652-4129-0026-1118-614f8fd6a420,1965-10-24,DB,CB,,,72,192,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g5liy95xf6vabd93jej4",Winston Salem State University,,0,1990,1995,MIN,ACT,,,6,,,,,,
FRA303209,John Frank,John,John,Frank,,,,FRA303209,,FranJo00,,,,32004652-4130-3209-47ce-784b51c9dca5,1962-04-17,TE,TE,,,75,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/slig7hpqqmrcafjuruxw",Ohio State,,0,1984,1988,SF,ACT,,,5,,,1984,2,56,SF
FRA369124,Andra Franklin,Andra,Andra,Franklin,,,,FRA369124,,FranAn00,,,,32004652-4136-9124-5cdc-5cb36879cea0,1959-08-22,RB,RB,,,70,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bttaocoeywkha2fvlaeu",Nebraska,,0,1981,1984,MIA,ACT,,,4,,,1981,2,56,MIA
FRA382307,Tony Franklin,Tony,Anthony,Franklin,,,,FRA382307,,frankton01,,,,32004652-4138-2307-6a02-14a73c05d34f,1956-11-18,SPEC,K,,,68,182,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kdny8zuuw6bziazg2zs5",Texas A&M,,0,1979,1988,MIA,ACT,,,10,,,1979,3,74,PHI
